Constituencies, CANDIDATE NAME , PARTY , TOTAL , % VOTES POLLED , TOTAL ELECTORS ,
Solapur City central,4 Dilip Brahmdeo Mane,SHS,29247,23.02%,302160,
Solapur City central,5 Adam Narasayya Narayan,CPIM,10505,17.88%,302160,
Solapur City central,6 Imtiyaj Abdulmannan Peerjade,VBA,2767,17.39%,302160,
Solapur City central,7 NOTA,NOTA,807,6.24%,302160,
Solapur City central,8 Rahul Maruti Sarvgod,BSP,769,1.64%,302160,
Solapur City central,9 Sathi Bashirahmed Bashamiya Shaikh,IND,457,0.48%,302160,
Solapur City central,10 Deepak (DG) Ratan Gavli,IND,420,0.46%,302160,
Solapur City central,11 M.Gous Samad Qureshi,HJP,408,0.27%,302160,
Solapur City central,12 Abute Vijay Goutamkumar,BVA,390,0.25%,302160,
Solapur City central,13 Kalyani Shankar Halsangi,IND,368,0.24%,302160,
Solapur City central,14 Manish Subhash Gaikwad,IND,339,0.23%,302160,
Solapur City central,15 Ashok Bhairavnath Machan,IND,325,0.22%,302160,
Solapur City central,16 Sachin Shahu Maske,IND,277,0.20%,302160,
Solapur City central,17 Rajendra Dashrathsa Rangrej,IND,227,0.19%,302160,
Solapur City central,18 Khateeb Vakeel,AAAP,220,0.16%,302160,
Solapur City central,19 Nagamani Kisan Jakkan,IND,202,0.13%,302160,
Solapur City central,20 Umesh Kishanrao Karpekar,IND,151,0.13%,302160,
Solapur City central,21 Adv. Vikram Uttam Kasabe,IND,100,0.12%,302160,
Solapur City central,TOTAL,NA,168221,0.09%,NA,
Akkalkot,1 Kalyanshetti Sachin Panchappa,BJP,119437,0.06%,346498,
Akkalkot,2 Siddharam Satlingappa Mhetre,INC,82668,55.67%,346498,
Akkalkot,3 Dharmraj Kashiram Rathod,VBA,6630,55.95%,346498,
Akkalkot,4 Bhante Nagmurti,BSP,1239,38.72%,346498,
Akkalkot,5 NOTA,NOTA,1168,3.11%,346498,
Akkalkot,6 Madhukar Maruti Jadhav,MNS,727,0.58%,346498,
Akkalkot,7 Babanagare Sujata Basavraj,IND,346,0.55%,346498,
Akkalkot,8 Shrivyakteshwar Maha Swamiji ( Katakdhond D. G. ),IND,309,0.34%,346498,
Akkalkot,9 Surekha Ambaji Kshirsagar,ABHM,266,0.16%,346498,
Akkalkot,10 Santosh Gopichand Gajadhane,BMUP,257,0.14%,346498,
Akkalkot,11 Advocate Laxman Gurubasappa Mhetre,IND,233,0.12%,346498,
Akkalkot,12 Amol Arun Harnalkar,IND,210,0.12%,346498,
Akkalkot,TOTAL,NA,213490,0.11%,NA,
Solapur South,1 Deshmukh Subhash Sureshchandra,BJP,87223,0.10%,310524,
Solapur South,2 Moulali Bashumiya Sayyed (Baba Mistri),INC,57976,61.61%,310524,
Solapur South,3 Yuvraj (Bhayya) Bhimrao Rathod,VBA,8579,53.65%,310524,
Solapur South,4 AmitKumar Sanjay Ajanalkar (Sir),AIMIM,2005,35.66%,310524,
Solapur South,5 Prof. Naganath Ganapati Dupargude,BSP,1873,5.28%,310524,
Solapur South,6 NOTA,NOTA,1793,1.23%,310524,
Solapur South,7 Shekharbhau or Sanket Chandan Bangale,IND,844,1.15%,310524,
Solapur South,8 Meenakshi Dilip Tele,IND,365,1.10%,310524,
Solapur South,9 Shivanand Siddharam Ghongade,IND,341,0.52%,310524,
Solapur South,10 Prof. Shrishail Mahadeo Rankhambe,BVA,302,0.22%,310524,
Solapur South,11 Dipak Shankar Bhandare,IND,278,0.21%,310524,
Solapur South,12 Dr. Baban Bhanudas Kamble,IND,266,0.19%,310524,
Solapur South,13 Harshavardhan Jawahar Kamale,IND,251,0.17%,310524,
Solapur South,14 Mahasidha Tukaram Gayakwad,IND,243,0.16%,310524,
Solapur South,15 DR. NANASAHEB PANDIT ARJUN,IND,233,0.15%,310524,
Solapur South,TOTAL,NA,162572,0.15%,NA,
Pandharpur,1 Bhalake Bharat Tukaram,NCP,89787,0.14%,334120,
Pandharpur,2 Paricharak Sudhakar Ramchandra,BJP,76426,52.35%,334120,
Pandharpur,3 Autade Samadhan Mahadeo,IND,54124,37.48%,334120,
Pandharpur,4 Kalunge Shivajirao Bajirao,INC,7232,31.90%,334120,
Pandharpur,5 Mane Santosh Mahadev,IND,3938,22.59%,334120,
Pandharpur,6 Khadatare Dattatraya Tatya,VBA,1862,3.02%,334120,
Pandharpur,7 Sarvagod Sarika Ravindra,BSP,975,1.64%,334120,
Pandharpur,8 Sunil Suresh Gore,IND,771,0.78%,334120,
Pandharpur,9 TOTAL,NOTA,639,0.41%,334120,
Pandharpur,10 Adv.Aavchare Maruti Krishna,BVA,516,0.32%,334120,
Pandharpur,11 Sudarshan Raychand Khandare,IND,466,0.27%,334120,
Pandharpur,12 Annasaheb Sukhadev Maske,IND,428,0.22%,334120,
Pandharpur,13 Birappa Ishwar Waghmode,IND,426,0.19%,334120,
Pandharpur,14 Birappa Madhukar Mote,IND,404,0.18%,334120,
Pandharpur,15 Aware Siddheshwar Bharat,BAHUMP,374,0.18%,334120,
Pandharpur,16 Prof. Engineer Namdeo Shekappa Thorbole Patil,IND,270,0.17%,334120,
Pandharpur,17 Pratap Pandurang Kamble,IND,237,0.16%,334120,
Pandharpur,18 Abdul Rauf Jafar Mulani,IND,224,0.11%,334120,
Pandharpur,19 Adv.Lokare Shivlal Krishna,IND,195,0.10%,334120,
Pandharpur,20 Nishikant Bandu Patil,IND,135,0.09%,334120,
Pandharpur,21 Hanamant Vitthal Birajdar,IND,129,0.08%,334120,
Pandharpur,TOTAL,NA,239558,0.06%,NA,
Sangola,1 Adv. Shahajibapu Rajaram Patil,SHS,99464,0.05%,294895,
Sangola,2 Dr. Aniket Chandrakant Deshmukh,PWPI,98696,71.70%,294895,
Sangola,3 Rajashritai Dattatraya Nagane - Patil,IND,4484,46.16%,294895,
Sangola,4 Rajaram Damu Kalebag,IND,1928,45.81%,294895,
Sangola,5 Bapusaheb Chandu Thokale,IND,1568,2.08%,294895,
Sangola,6 Vishnu Krishna Yalmar,VBA,1041,0.89%,294895,
Sangola,7 Adv. Shankar Bhagwan Sargar,AIMIM,987,0.73%,294895,
Sangola,8 Dipakaba Bapuso Salunkhe,NCP,915,0.48%,294895,
Sangola,9 Dr. Sudarshan Murlidhar Gherade,IND,882,0.46%,294895,
Sangola,10 NOTA,NOTA,700,0.42%,294895,
Sangola,11 Vinod Alias Kalidas Vishwanath Kasabe,BSP,672,0.41%,294895,
Sangola,12 Tukaram Keshav Shendage,NRSP,613,0.32%,294895,
Sangola,13 Mohan Vishnu Raut,IND,524,0.31%,294895,
Sangola,14 Haridas Bapuso Walke,IND,474,0.28%,294895,
Sangola,15 Bandu Agatarao Gadhire,IND,471,0.24%,294895,
Sangola,16 Bharat Digambar Gadhire,IND,449,0.22%,294895,
Sangola,17 Engr. Baliram Sukhadev More,IND,438,0.22%,294895,
Sangola,18 Umesh Dnyanu Mandale,IND,437,0.21%,294895,
Sangola,19 Laxman Sopan Hake,BVA,267,0.20%,294895,
Sangola,20 Navanath Bira Madane,IND,232,0.20%,294895,
Sangola,21 Parmeshwar P. Gejage,IND,226,0.12%,294895,
Sangola,TOTAL,NA,215468,0.11%,NA,
Malshiras,1 Ram Vitthal Satpute,BJP,103507,0.10%,320662,
Malshiras,2 Uttamrao Shivdas Jankar,NCP,100917,73.07%,320662,
Malshiras,3 Raj Yashwant Kumar,VBA,5538,48.09%,320662,
Malshiras,4 NOTA,NOTA,1899,46.89%,320662,
Malshiras,5 Shrikrushna Dnyandev Prakshale,BSP,1081,2.57%,320662,
Malshiras,6 Ashokrao Sopanrao Tadwalkar-Sir,BPSJP,695,0.88%,320662,
Malshiras,7 Makarand Naganath Sathe,IND,682,0.50%,320662,
Malshiras,8 Prof. Dr.Uttam Eknath Mote,IND,534,0.32%,320662,
Malshiras,9 Bapu alias Bapurav Mahadev Ahivale,IND,390,0.32%,320662,
Malshiras,TOTAL,NA,215243,0.25%,NA,
Phaltan,1 Dipak Pralhad Chavan,NCP,117617,0.18%,332673,
Phaltan,2 Agawane Digambar Rohidas,BJP,86636,67.12%,332673,
Phaltan,3 Arvind Baburao Aadhav,VBA,5460,54.55%,332673,
Phaltan,4 NOTA,NOTA,1717,40.18%,332673,
Phaltan,5 Pradip alias Prem Suresh More,BSP,934,2.53%,332673,
Phaltan,6 Kanchankanhoja Dhondiram Kharat,IND,780,0.80%,332673,
Phaltan,7 Chandrakant Ambar Ahiwale,IND,739,0.43%,332673,
Phaltan,8 Nandu Sambhaji More,IND,673,0.36%,332673,
Phaltan,9 Amol Aabaji Pawar,pbpa,342,0.34%,332673,
Phaltan,10 Chandrakant Narayan Salavi,IND,308,0.31%,332673,
Phaltan,11 Amol Madhukar Karade,IND,216,0.16%,332673,
Phaltan,12 Ahiwale Pandu Samundralal,IND,182,0.14%,332673,
Phaltan,TOTAL,NA,215604,0.10%,NA,
Wai,1 Makrand Laxmanrao Jadhav (Patil),NCP,130486,0.08%,332498,
Wai,2 Madan Prataprao Bhosale,BJP,86839,64.81%,332498,
Wai,3 Mahanawar Ramdas Bhiva,VBA,3500,57.26%,332498,
Wai,4 Dipak Keshav Kakade,BSP,1761,38.11%,332498,
Wai,5 Dhanraj Maruti Kamble,CPI,1685,1.54%,332498,
Wai,6 NOTA,NOTA,1358,0.77%,332498,
Wai,7 Sachin Bhausaheb Chavan,MAHKRS,627,0.74%,332498,
Wai,8 Advocate Dattatraya Abaji Sanas,ABHM,509,0.60%,332498,
Wai,9 Manohar Balasaheb Kadam,IND,494,0.28%,332498,
Wai,10 Shrirang Navsu Lakhe,IND,359,0.22%,332498,
Wai,11 Prashant Prataprao Jagtap,IND,265,0.22%,332498,
Wai,TOTAL,NA,227883,0.16%,NA,
Koregaon,1 Mahesh Sambhajiraje Shinde,SHS,101487,0.12%,302300,
Koregaon,2 Shashikant Jaywantrao Shinde,NCP,95255,68.54%,302300,
Koregaon,3 Dr. Balasaheb Santu Chavan,VBA,2583,49.58%,302300,
Koregaon,4 Kiran Kashinath Sawant,BSP,2088,46.54%,302300,
Koregaon,5 NOTA,NOTA,1284,1.26%,302300,
Koregaon,6 Priya Sadashiv Naik,IND,1085,1.02%,302300,
Koregaon,7 Mahesh Gulab Shinde,IND,491,0.63%,302300,
Koregaon,8 Shashikant Jagannath Shinde,IND,411,0.53%,302300,
Koregaon,TOTAL,NA,204684,0.24%,NA,
Man,1 JAYKUMAR BHAGWANRAO GORE,BJP,91469,0.20%,341964,
Man,2 PRABHAKAR KRUSHNAJI DESHMUKH,IND,88426,67.71%,341964,
Man,3 SHEKHAR BHAGWANRAO GORE,SHS,37539,40.16%,341964,
Man,4 AMRUT POPAT SURYAVANSHI,BMUP,3340,38.82%,341964,
Man,5 PRAMOD RAMCHANDRA GAWADE,VBA,1927,16.48%,341964,
Man,6 NOTA,NOTA,1525,1.47%,341964,
Man,7 NARAYAN TATOBA KALEL,BSP,989,0.85%,341964,
Man,8 SANDIP JANARDAN KHARAT,IND,641,0.67%,341964,
Man,9 SANDIP ANADRAO DESHMUKH,IND,552,0.43%,341964,
Man,10 RAJKUMAR SADHU MANE,BAHUMP,542,0.28%,341964,
Man,11 HANMANT SAVALA DESHMUKH,IND,422,0.24%,341964,
Man,12 NANASO RAMHARI YADAV,BPSJP,414,0.24%,341964,
Man,TOTAL,NA,227786,0.19%,NA,
Karad North,1 Balasaheb Urf Shamrao Pandurang Patil,NCP,100509,0.18%,294470,
Karad North,2 Manoj Bhimrao Ghorpade,IND,51294,66.61%,294470,
Karad North,3 Dhairyashil Dnyandeo Kadam,SHS,39791,50.39%,294470,
Karad North,4 Subhash Baburao Pisal,VBA,3983,25.72%,294470,
Karad North,5 Jagannath Laxman Waghamare,BSP,1827,19.95%,294470,
Karad North,6 NOTA,NOTA,1280,2.00%,294470,
Karad North,7 Jagannath Ganapati Sonawale,IND,763,0.92%,294470,
Karad North,NA,NA,199447,0.64%,NA,
Karad South,1 CHAVAN PRITHVIRAJ DAJISAHEB,INC,92296,0.38%,292525,
Karad South,2 DR.ATULBABA SURESH BHOSALE,BJP,83166,67.73%,292525,
Karad South,3 Adv. UDAYSINH VILASRAO PATIL (UNDALKAR),IND,29401,43.90%,292525,
Karad South,4 ANAND RAMESH THORAWADE,BSP,1055,39.56%,292525,
Karad South,5 ANANDRAO BABURAO LADE,IND,752,13.99%,292525,
Karad South,6 PANJABRAO MAHADEV PATIL(TALGAONKAR),BALP,691,0.50%,292525,
Karad South,7 SHIKALGAR ALTAF ABDULGANI,AIMIM,690,0.36%,292525,
Karad South,8 BALKRISHNA SHANKAR DESAI,VBA,658,0.33%,292525,
Karad South,9 NOTA,NOTA,584,0.33%,292525,
Karad South,10 VISHWJEET ASHOK PATIL (UNDALKAR),IND,302,0.31%,292525,
Karad South,11 LATIFA SULEMAN MUJAWAR,IND,195,0.28%,292525,
Karad South,12 RASAL SADASHIV SITARAM,IND,159,0.14%,292525,
Karad South,13 VAISHANVI RAJENDRAKUMAR BHOSALE,IND,142,0.09%,292525,
Karad South,14 AMOL HARIBA SATHE,IND,133,0.08%,292525,
Karad South,TOTAL,NA,210224,0.07%,NA,
Patan,1 DESAI SHAMBHURAJ SHIVAJIRAO,SHS,106266,0.06%,300692,
Patan,2 SATYAJIT VIKRAMSINH PATANKAR,NCP,92091,71.87%,300692,
Patan,3 NOTA,NOTA,1547,52.01%,300692,
Patan,4 SHIVAJI BHIMAJI KAMBLE,BSP,1473,45.07%,300692,
Patan,5 ASHOKRAO TATOBA DEVKANT,VBA,1392,0.76%,300692,
Patan,6 SAGAR LAXMAN JADHAV,IND,599,0.72%,300692,
Patan,7 PRAKASH SADASHIV PAWAR,IND,407,0.68%,300692,
Patan,8 AJITKUMAR DINKAR MOHITE,IND,190,0.29%,300692,
Patan,9 SHARAD HANMANT EKAWADE,SBBGP,187,0.20%,300692,
Patan,10 SAYAJIRAO DAMODAR KHAMKAR,SERSNMH,160,0.09%,300692,
Patan,TOTAL,NA,204312,0.09%,NA,
Satara,1 Bhonsle Shivendrasinh Abhaysinhraje,BJP,118005,0.08%,337831,
Satara,2 Deepak Sahebrao Pawar,NCP,74581,67.95%,337831,
Satara,3 Ashok Gorakhnath Dixit,VBA,3154,59.05%,337831,
Satara,4 NOTA,NOTA,1978,37.32%,337831,
Satara,5 Shivaji Narayan Bhosale,IND,947,1.58%,337831,
Satara,6 Abhijit Wamanrao Awade-Bichukale,IND,759,0.99%,337831,
Satara,7 Vijayanand Shankarrao Shinde,IND,425,0.47%,337831,
Satara,TOTAL,NA,199849,0.38%,NA,
Dapoli,1 Kadam Yogeshdada Ramdas,SHS,95364,0.21%,280785,
Dapoli,2 Kadam Sanjayrao Vasant,NCP,81786,59.16%,280785,
Dapoli,3 NOTA,NOTA,2711,51.31%,280785,
Dapoli,4 Marchande Pravin Sahadeo,BSP,2015,44.00%,280785,
Dapoli,5 Khopkar Santosh Dattaram,VBA,1336,1.46%,280785,
Dapoli,6 Sanjay Sambhaji Kadam,IND,1074,1.08%,280785,
Dapoli,7 Patil Suvarna Sunil,IND,832,0.72%,280785,
Dapoli,8 Sanjay Sitaram Kadam,IND,256,0.58%,280785,
Dapoli,9 Kadam Yogeshdada Dipak,IND,144,0.45%,280785,
Dapoli,10 Vikas Ramchandra Batawle,IND,118,0.14%,280785,
Dapoli,11 Vijay Daji More,IND,113,0.08%,280785,
Dapoli,12 Sanjay Dagadu Kadam,IND,112,0.06%,280785,
Dapoli,TOTAL,NA,185861,0.06%,NA,
Guhagar,1 BHASKAR BHAURAO JADHAV,SHS,78748,0.06%,240386,
Guhagar,2 BETKAR SAHADEV DEVJI,NCP,52297,66.19%,240386,
Guhagar,3 JADHAV VIKAS YASHWANT,VBA,5069,55.18%,240386,
Guhagar,4 GANESH ARUN KADAM,MNS,2524,36.65%,240386,
Guhagar,5 NOTA,NOTA,2061,3.55%,240386,
Guhagar,6 UMESH UDAY PAWAR,BSP,2009,1.77%,240386,
Guhagar,TOTAL,NA,142708,1.44%,NA,
Chiplun,1 Shekhar Govindrao Nikam,NCP,101578,1.41%,270366,
Chiplun,2 Chavan Sadanand Narayan,SHS,71654,59.37%,270366,
Chiplun,3 Sachin Laxman Mohite,BSP,2392,57.09%,270366,
Chiplun,4 NOTA,NOTA,2297,40.27%,270366,
Chiplun,TOTAL,NA,177921,1.34%,NA,
Ratnagiri,1 Uday Ravindra Samant,SHS,118484,1.29%,281973,
Ratnagiri,2 Sudesh Sadanand Mayekar,NCP,31149,65.81%,281973,
Ratnagiri,3 Damodar Shivram Kamble,VBA,4621,72.66%,281973,
Ratnagiri,4 NOTA,NOTA,4552,19.10%,281973,
Ratnagiri,5 Gawade Sandeep Yashavant,IND,2035,2.83%,281973,
Ratnagiri,6 Jadhav Rajesh Sitaram,BSP,1707,2.79%,281973,
Ratnagiri,7 Bala Kachare,BMUP,518,1.25%,281973,
Ratnagiri,TOTAL,NA,163066,1.05%,NA,
Rajapur,1 Rajan Prabhakar Salvi,SHS,65433,0.32%,237887,
Rajapur,2 Avinash Shantaram Lad,INC,53557,57.83%,237887,
Rajapur,3 Avinash Dhondu Soundalkar,MNS,6150,49.42%,237887,
Rajapur,4 NOTA,NOTA,2576,40.45%,237887,
Rajapur,5 Vilas Rajaram Khanvilker,ABHM,1862,4.65%,237887,
Rajapur,6 Mahendra Dharma Pawar,BSP,1454,1.95%,237887,
Rajapur,7 Raj Bhargav Padhye,IND,710,1.41%,237887,
Rajapur,8 Sandeep Shantaram Thukarul,IND,650,1.10%,237887,
Rajapur,TOTAL,NA,132392,0.54%,NA,
Kankavli,1 Nitesh Narayan Rane,BJP,84504,0.49%,230081,
Kankavli,2 Satish Jagannath Sawant,SHS,56388,55.65%,230081,
Kankavli,3 Sushil Amrutrao Rane,INC,3355,56.16%,230081,
Kankavli,4 Adv. Manali Sandeep Vanjare,VBA,2054,37.48%,230081,
Kankavli,5 NOTA,NOTA,1945,2.23%,230081,
Kankavli,6 Rajan Shankar Dabholkar,MNS,1421,1.37%,230081,
Kankavli,7 Vijay Suryakant Salkar,BSP,416,1.29%,230081,
Kankavli,8 Prof. Vasantrao Bhausaheb Bhosale,BMUP,378,0.94%,230081,
Kankavli,TOTAL,NA,150461,0.28%,NA,
Kudal,1 Naik Vaibhav Vijay,SHS,69168,0.25%,216008,
Kudal,2 Ranjit Dattatray Desai,IND,54819,65.39%,216008,
Kudal,3 Arvind Namdeo Mondkar,INC,3527,50.90%,216008,
Kudal,4 Balkrishna Vitthal Jadhav,IND,3129,40.34%,216008,
Kudal,5 Dheeraj Vishwanath Parab,MNS,2399,2.60%,216008,
Kudal,6 NOTA,NOTA,1552,2.30%,216008,
Kudal,7 SIDDHESH SANJAY PATKAR,IND,787,1.77%,216008,
Kudal,8 Kasalkar Ravindra Harishchandra,BSP,519,1.14%,216008,
Kudal,TOTAL,NA,135900,0.58%,NA,
Sawantwadi,1 Deepak Vasantrao Kesarkar,SHS,69784,0.38%,225302,
Sawantwadi,2 Rajan Krishna Teli,IND,56556,62.91%,225302,
Sawantwadi,3 Baban Salgaonkar,NCP,5396,48.52%,225302,
Sawantwadi,4 NOTA,NOTA,3524,39.32%,225302,
Sawantwadi,5 Prakash Gopal Redkar,MNS,3409,3.75%,225302,
Sawantwadi,6 Satyawan Uttam Jadhav,VBA,1450,2.45%,225302,
Sawantwadi,7 Dadu Alias Raju Ganesh Kadam,BMUP,1391,2.37%,225302,
Sawantwadi,8 Ajinkya Gawade,IND,1388,1.01%,225302,
Sawantwadi,9 Sudhakar Mangaonkar,BSP,528,0.97%,225302,
Sawantwadi,10 Yashvant alias Sunil Vasant Pednekar,BAHUMP,407,0.97%,225302,
Sawantwadi,TOTAL,NA,143833,0.37%,NA,
Chandgad,1 Rajesh Narasingrao Patil,NCP,55558,0.28%,321301,
Chandgad,2 Shivaji Shattupa Patil,IND,51173,63.84%,321301,
Chandgad,3 Vinayak alias Appi Virgonda Patil,VBA,43973,25.19%,321301,
Chandgad,4 Kupekar Sangramsinh alias Sangramsinh Bhagyeshrao Desai,SHS,33215,23.20%,321301,
Chandgad,5 Ashok Kashinath Charati,JSS,12078,19.94%,321301,
Chandgad,6 Ramesh Dattu Redekar,IND,10133,15.06%,321301,
Chandgad,7 Aniruddh Kedari Redekar,IND,5133,5.48%,321301,
Chandgad,8 Mahesh Narsingrao Patil,IND,1839,4.59%,321301,
Chandgad,9 NOTA,NOTA,1793,2.33%,321301,
Chandgad,10 Santosh Krushna Patil,IND,1478,0.83%,321301,
Chandgad,11 Subhash Vaiju Desai,IND,1470,0.81%,321301,
Chandgad,12 Shrikant Arjun Kamble,BSP,905,0.67%,321301,
Chandgad,13 Appasaheb Baburao Bhosale,IND,784,0.67%,321301,
Chandgad,14 Namdev Baswant Sutar,IND,584,0.41%,321301,
Chandgad,15 Prakash Ramchandra Redekar,IND,431,0.36%,321301,
Chandgad,TOTAL,NA,220547,0.26%,NA,
Radhanagari,1 Abitkar Prakash Anandrao,SHS,105881,0.20%,326756,
Radhanagari,2 K. P. Patil,NCP,87451,68.64%,326756,
Radhanagari,3 Arun Ganpatrao Dongale,IND,15414,42.86%,326756,
Radhanagari,4 Rahul Bajarang Desai,IND,12895,35.40%,326756,
Radhanagari,5 Chandrakantdada Baburao Patil,IND,8093,6.24%,326756,
Radhanagari,6 Jivandada Pandurang Patil,VBA,7832,5.22%,326756,
Radhanagari,7 Satyajit Dinkarrao Jadhav,IND,5952,3.28%,326756,
Radhanagari,8 NOTA,NOTA,1656,3.17%,326756,
Radhanagari,9 Yuvraj Ramchandra Yedure,MNS,960,2.41%,326756,
Radhanagari,10 Shinde Vijayrao Govinda,BSP,280,0.67%,326756,
Radhanagari,11 Krushna Hanmant Desai,IND,235,0.39%,326756,
Radhanagari,12 Dinkar Ramchandra Chandam,IND,220,0.11%,326756,
Radhanagari,13 Korgaonkar Pravin Prakash,IND,165,0.10%,326756,
Radhanagari,TOTAL,NA,247034,0.09%,NA,
Kagal,1 Mushrif Hasan Miyalal,NCP,116436,0.07%,324647,
Kagal,2 Ghatge Samarjeetsinh Vikramsinh,IND,88303,75.60%,324647,
Kagal,3 Sanjay Anandrao Ghatage,SHS,55657,44.17%,324647,
Kagal,4 NOTA,NOTA,1163,33.49%,324647,
Kagal,5 Shripati Shankar Kamble,IND,825,21.11%,324647,
Kagal,6 Ravindra Tukaram Kamble,BSP,636,0.44%,324647,
Kagal,7 Siddharth Nagratna,BMUP,616,0.31%,324647,
Kagal,TOTAL,NA,263636,0.24%,NA,
Kolhapur South,1 Ruturaj Sanjay Patil,INC,140103,0.23%,324981,
Kolhapur South,2 Amal Mahadik,BJP,97394,81.21%,324981,
Kolhapur South,3 Babanrao alias Dilip Pandurang Kavde,VBA,2219,57.50%,324981,
Kolhapur South,4 NOTA,NOTA,1939,39.97%,324981,
Kolhapur South,5 Sachin Appaso Kamble,BSP,867,0.91%,324981,
Kolhapur South,6 Salim Nurmahamad Bagwan,IND,433,0.80%,324981,
Kolhapur South,7 Amit Mahadik,IND,316,0.36%,324981,
Kolhapur South,8 Nagaonkar Chandrakant Sudamrao,BMUP,225,0.18%,324981,
Kolhapur South,9 Rajendra Babu Kamble,IND,149,0.13%,324981,
Kolhapur South,TOTAL,NA,243645,0.09%,NA,
Karvir,1 P. N.Patil (Sadolikar),INC,135675,0.06%,304044,
Karvir,2 Narake Chandradeep Shashikant,SHS,113014,74.97%,304044,
Karvir,3 Dr. Ananda Dadu Gurav,VBA,4412,52.91%,304044,
Karvir,4 NOTA,NOTA,1284,44.07%,304044,
Karvir,5 Bajrang Krushna Patil,BSP,752,1.72%,304044,
Karvir,6 Adv. Manik Baburao Shinde,BALP,370,0.50%,304044,
Karvir,7 Mane Arvind Bhiva,IND,367,0.29%,304044,
Karvir,8 Gorakh Kamble (Panorekar),BMUP,334,0.14%,304044,
Karvir,9 Dr. Chavan Pragati Ravindra,SBBGP,205,0.14%,304044,
Karvir,TOTAL,NA,256413,0.13%,NA,
Kolhapur North,1 Chandrakant Pandit Jadhav,INC,91053,0.08%,286265,
Kolhapur North,2 Rajesh Vinayak Kshirsagar,SHS,75854,84.33%,286265,
Kolhapur North,3 NOTA,NOTA,3039,51.97%,286265,
Kolhapur North,4 Satishchandra Balkrishna Kamble,CPI,1483,43.29%,286265,
Kolhapur North,5 Rahul Anadpind Rajhans,VBA,1154,1.73%,286265,
Kolhapur North,6 Sambhaji alias Banda Salunkhe,IND,1019,0.85%,286265,
Kolhapur North,7 Ajay Prakash Kurane,BSP,842,0.66%,286265,
Kolhapur North,8 Amit Aravind Atigare,IND,421,0.58%,286265,
Kolhapur North,9 Salim Nurmahammad Bagwan,IND,342,0.48%,286265,
Kolhapur North,TOTAL,NA,175207,0.24%,NA,
Shahuwadi ,1 Dr. Vinay Vilasrao Kore (Savkar),JSS,124868,0.20%,288852,
Shahuwadi ,2 Satyajit Babasaheb Patil (Aba) Sarudkar,SHS,97005,61.20%,288852,
Shahuwadi ,3 Dr. Sunil Namdev Patil,VBA,2902,53.94%,288852,
Shahuwadi ,4 Bhai Bharat Rangrao Patil,PWPI,1953,41.90%,288852,
Shahuwadi ,5 NOTA,NOTA,942,1.25%,288852,
Shahuwadi ,6 Vinayak Dinkar Gujar,IND,716,0.84%,288852,
Shahuwadi ,7 Vinayak Dilip Jadhav,IND,686,0.41%,288852,
Shahuwadi ,8 Satyajit Vilasrao Patil,IND,642,0.31%,288852,
Shahuwadi ,9 Gautam Jagannath Kamble,BSP,601,0.30%,288852,
Shahuwadi ,10 Santosh Kerba Khot,IND,519,0.28%,288852,
Shahuwadi ,11 Afjal Kasam Devalekar,IND,364,0.26%,288852,
Shahuwadi ,12 Yadav Sambhaji Ananda,IND,297,0.22%,288852,
Shahuwadi,TOTAL,NA,231495,0.16%,NA,
Hatkanangle,1 Awale Raju (Baba) Jaywantrao,INC,73720,0.13%,318189,
Hatkanangle,2 Dr. Sujit Vasantrao Minachekar,SHS,66950,80.14%,318189,
Hatkanangle,3 Dalitmitra Dr. Ashokrao Mane (Bapu),JSS,44562,31.57%,318189,
Hatkanangle,4 Kambale Kiran Sukumar,TRPK,19736,28.67%,318189,
Hatkanangle,5 S. P. Kamble,VBA,11273,19.08%,318189,
Hatkanangle,6 Rajiv Kisanrao Awale,IND,6711,8.45%,318189,
Hatkanangle,7 NOTA,NOTA,2367,4.83%,318189,
Hatkanangle,8 Dr.Avinash Jaywant Sawardekar,IND,2084,2.87%,318189,
Hatkanangle,9 Sandip Akaram Dabade,IND,1440,1.01%,318189,
Hatkanangle,10 Chandrashekhar Sadashiv Kamble,BSP,988,0.89%,318189,
Hatkanangle,11 Raju Dilip Waydande,IND,873,0.62%,318189,
Hatkanangle,12 Sagar Namdev Shinde,AIMIM,857,0.42%,318189,
Hatkanangle,13 Adv. Tejas Chimaji Pathane,IND,520,0.37%,318189,
Hatkanangle,14 Rahul Uttam Patole,IND,418,0.37%,318189,
Hatkanangle,15 Awale Shivaji Mahadev,IND,413,0.22%,318189,
Hatkanangle,16 Kamble Pradip Bhimsen,IND,299,0.18%,318189,
Hatkanangle,17 Prof. Dr. Prashant Dnyaneshwar Gangawane (Sir),IND,291,0.18%,318189,
Hatkanangle,TOTAL,NA,233502,0.13%,NA,
Ichalkaranji,1 PRAKASHANNA AWADE,IND,116886,0.12%,293431,
Ichalkaranji,2 Suresh Ganapati Halwankar,BJP,67076,73.38%,293431,
Ichalkaranji,3 Khanjire Rahul Prakash,INC,7262,58.07%,293431,
Ichalkaranji,4 Amane Shashikant Vasantrao,VBA,3693,33.33%,293431,
Ichalkaranji,5 NOTA,NOTA,1513,3.61%,293431,
Ichalkaranji,6 Santosh Dattatray Koli (Balmaharaj),ABHM,1331,1.83%,293431,
